sessionnumb  20260924122207 
16 17 402 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 470 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 407 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 607 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
15 16 412 [ [ -2, 15 ], [ 1, 120 ], [ 3, 90 ] ] 
17 18 775 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
16 17 428 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
15 16 495 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 538 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 452 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
16 17 527 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
17 18 608 [ [ -2, 17 ], [ 1, 154 ], [ 3, 118 ] ] 
16 17 434 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
15 16 438 [ [ -2, 15 ], [ 1, 126 ], [ 3, 84 ] ] 
17 18 411 [ [ -2, 17 ], [ 1, 150 ], [ 3, 122 ] ] 
17 18 449 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
15 16 499 [ [ -2, 15 ], [ 1, 118 ], [ 3, 92 ] ] 
16 17 489 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
17 18 1101 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
16 17 464 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 439 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 595 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 916 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 551 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
17 18 488 [ [ -2, 17 ], [ 1, 128 ], [ 3, 144 ] ] 
15 16 518 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 419 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 401 [ [ -2, 16 ], [ 1, 154 ], [ 3, 86 ] ] 
16 17 430 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 454 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 412 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 566 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
15 16 430 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
15 16 492 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
15 16 417 [ [ -2, 15 ], [ 1, 122 ], [ 3, 88 ] ] 
16 17 577 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
17 18 485 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
18 19 407 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
16 17 435 [ [ -2, 16 ], [ 1, 144 ], [ 3, 96 ] ] 
15 16 501 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 424 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 504 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
17 18 608 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
15 16 463 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 541 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
16 17 611 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 583 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 650 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 991 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
17 18 626 [ [ -2, 17 ], [ 1, 146 ], [ 3, 126 ] ] 
18 19 890 [ [ -2, 18 ], [ 1, 160 ], [ 3, 146 ] ] 
17 18 472 [ [ -2, 17 ], [ 1, 148 ], [ 3, 124 ] ] 
17 18 432 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
16 17 411 [ [ -2, 16 ], [ 1, 142 ], [ 3, 98 ] ] 
16 17 419 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 418 [ [ -2, 17 ], [ 1, 122 ], [ 3, 150 ] ] 
16 17 491 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
17 18 572 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 572 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
16 17 425 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 500 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 436 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
15 16 417 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 716 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 465 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 625 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 588 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 803 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 498 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
15 16 405 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 449 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
15 16 477 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
16 17 459 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 405 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
18 19 602 [ [ -2, 18 ], [ 1, 158 ], [ 3, 148 ] ] 
16 17 470 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
17 18 486 [ [ -2, 17 ], [ 1, 164 ], [ 3, 108 ] ] 
17 18 486 [ [ -2, 17 ], [ 1, 164 ], [ 3, 108 ] ] 
15 16 411 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 551 [ [ -2, 16 ], [ 1, 152 ], [ 3, 88 ] ] 
17 18 429 [ [ -2, 17 ], [ 1, 158 ], [ 3, 114 ] ] 
16 17 485 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 422 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 748 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
15 16 455 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 691 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 504 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
15 16 401 [ [ -2, 15 ], [ 1, 116 ], [ 3, 94 ] ] 
16 17 409 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 567 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 427 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 430 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
17 18 803 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
16 17 626 [ [ -2, 16 ], [ 1, 140 ], [ 3, 100 ] ] 
16 17 528 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 464 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 477 [ [ -2, 16 ], [ 1, 128 ], [ 3, 112 ] ] 
16 17 445 [ [ -2, 16 ], [ 1, 132 ], [ 3, 108 ] ] 
17 18 683 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
17 18 683 [ [ -2, 17 ], [ 1, 144 ], [ 3, 128 ] ] 
16 17 531 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 464 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 440 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 442 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 408 [ [ -2, 16 ], [ 1, 136 ], [ 3, 104 ] ] 
17 18 591 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
16 17 495 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
17 18 554 [ [ -2, 17 ], [ 1, 140 ], [ 3, 132 ] ] 
15 16 437 [ [ -2, 15 ], [ 1, 120 ], [ 3, 90 ] ] 
15 16 411 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 520 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 520 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 472 [ [ -2, 16 ], [ 1, 134 ], [ 3, 106 ] ] 
16 17 434 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
15 16 402 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
15 16 465 [ [ -2, 15 ], [ 1, 126 ], [ 3, 84 ] ] 
17 18 418 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 411 [ [ -2, 17 ], [ 1, 134 ], [ 3, 138 ] ] 
17 18 474 [ [ -2, 17 ], [ 1, 136 ], [ 3, 136 ] ] 
