sessionnumb  20260923124717 
16 17 307 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
15 16 355 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 323 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
15 16 309 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 320 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
16 17 660 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 313 [ [ -2, 15 ], [ 1, 120 ], [ 3, 90 ] ] 
15 16 414 [ [ -2, 15 ], [ 1, 114 ], [ 3, 96 ] ] 
15 16 308 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 414 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 414 [ [ -2, 16 ], [ 1, 98 ], [ 3, 142 ] ] 
16 17 374 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
15 16 464 [ [ -2, 15 ], [ 1, 92 ], [ 3, 118 ] ] 
16 17 400 [ [ -2, 16 ], [ 1, 104 ], [ 3, 136 ] ] 
16 17 311 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 311 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
15 16 311 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
16 17 453 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
15 16 385 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
15 16 309 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 501 [ [ -2, 16 ], [ 1, 138 ], [ 3, 102 ] ] 
16 17 396 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
17 18 637 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
15 16 324 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 382 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 1192 [ [ -2, 17 ], [ 1, 138 ], [ 3, 134 ] ] 
15 16 447 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 660 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 833 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
17 18 1192 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 1192 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
17 18 1192 [ [ -2, 17 ], [ 1, 142 ], [ 3, 130 ] ] 
15 16 348 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
16 17 528 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 528 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
15 16 348 [ [ -2, 15 ], [ 1, 106 ], [ 3, 104 ] ] 
15 16 341 [ [ -2, 15 ], [ 1, 98 ], [ 3, 112 ] ] 
15 16 361 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 681 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
15 16 344 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 492 [ [ -2, 15 ], [ 1, 102 ], [ 3, 108 ] ] 
15 16 336 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 461 [ [ -2, 15 ], [ 1, 110 ], [ 3, 100 ] ] 
15 16 463 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
16 17 509 [ [ -2, 16 ], [ 1, 106 ], [ 3, 134 ] ] 
15 16 463 [ [ -2, 15 ], [ 1, 94 ], [ 3, 116 ] ] 
15 16 349 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
15 16 333 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 311 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
15 16 331 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 622 [ [ -2, 16 ], [ 1, 114 ], [ 3, 126 ] ] 
16 17 622 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 423 [ [ -2, 16 ], [ 1, 110 ], [ 3, 130 ] ] 
16 17 473 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
16 17 399 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 476 [ [ -2, 16 ], [ 1, 124 ], [ 3, 116 ] ] 
15 16 431 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 487 [ [ -2, 15 ], [ 1, 96 ], [ 3, 114 ] ] 
15 16 307 [ [ -2, 15 ], [ 1, 104 ], [ 3, 106 ] ] 
15 16 307 [ [ -2, 15 ], [ 1, 112 ], [ 3, 98 ] ] 
16 17 549 [ [ -2, 16 ], [ 1, 126 ], [ 3, 114 ] ] 
16 17 519 [ [ -2, 16 ], [ 1, 130 ], [ 3, 110 ] ] 
16 17 425 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 488 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 345 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
16 17 345 [ [ -2, 16 ], [ 1, 118 ], [ 3, 122 ] ] 
15 16 336 [ [ -2, 15 ], [ 1, 100 ], [ 3, 110 ] ] 
16 17 425 [ [ -2, 16 ], [ 1, 116 ], [ 3, 124 ] ] 
16 17 438 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
16 17 438 [ [ -2, 16 ], [ 1, 122 ], [ 3, 118 ] ] 
15 16 325 [ [ -2, 15 ], [ 1, 108 ], [ 3, 102 ] ] 
16 17 526 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
16 17 301 [ [ -2, 16 ], [ 1, 108 ], [ 3, 132 ] ] 
16 17 337 [ [ -2, 16 ], [ 1, 112 ], [ 3, 128 ] ] 
16 17 307 [ [ -2, 16 ], [ 1, 120 ], [ 3, 120 ] ] 
17 18 773 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 773 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
17 18 776 [ [ -2, 17 ], [ 1, 132 ], [ 3, 140 ] ] 
