sessionnumb  20260904180823 
gap> Read("Task20260904Ud.g");
4757 123704 8 
4758 123733 8 
4759 123764 8 
4760 123795 8 
4761 123826 8 
4762 123856 8 
4763 123886 8 
4764 123915 8 
4765 123941 8 
4766 123969 8 
4767 123997 8 
4768 124026 8 
4769 124052 8 
4770 124079 8 
4771 124107 8 
4772 124136 8 
4773 124165 8 
4774 124192 8 
4775 124218 8 
4776 124243 8 
4777 124262 8 
4778 124289 8 
4779 124314 8 
4780 124341 8 
4781 124365 8 
4782 124391 8 
4783 124414 8 
4784 124440 8 
4785 124451 8 
4786 124477 8 
4787 124503 8 
4788 124524 8 
4789 124555 8 
4790 124585 8 
4791 124615 8 
4792 124646 8 
4793 124675 8 
4794 124705 8 
4795 124733 8 
4796 124761 8 
4797 124789 8 
4798 124818 8 
4799 124847 8 
4800 124876 8 
4801 124905 8 
4802 124930 8 
4803 124956 8 
4804 124982 8 
4805 125008 8 
4806 125032 8 
4807 125060 8 
4808 125086 8 
4809 125110 8 
4810 125135 8 
4811 125158 8 
4812 125182 8 
4813 125209 8 
4814 125233 8 
4815 125256 8 
4816 125279 8 
4817 125291 8 
4818 125317 8 
4819 125338 8 
4820 125369 8 
4821 125399 8 
4822 125430 8 
4823 125461 8 
4824 125491 8 
4825 125520 8 
4826 125550 8 
4827 125578 8 
4828 125605 8 
4829 125635 8 
4830 125665 8 
4831 125694 8 
4832 125720 8 
4833 125746 8 
4834 125772 8 
4835 125798 8 
4836 125826 8 
4837 125851 8 
4838 125880 8 
4839 125903 8 
4840 125928 8 
4841 125949 8 
4842 125972 8 
4843 125996 8 
4844 126011 8 
4845 126034 8 
4846 126056 8 
4847 126082 8 
4848 126105 8 
4849 126126 8 
4850 126151 8 
4851 126183 8 
4852 126213 8 
4853 126243 8 
4854 126274 8 
4855 126302 8 
4856 126333 8 
4857 126361 8 
4858 126390 8 
4859 126417 8 
4860 126446 8 
4861 126476 8 
4862 126502 8 
4863 126529 8 
4864 126556 8 
4865 126583 8 
4866 126609 8 
4867 126636 8 
4868 126664 8 
4869 126689 8 
4870 126714 8 
4871 126736 8 
4872 126761 8 
4873 126778 8 
4874 126805 8 
4875 126823 8 
4876 126847 8 
4877 126868 8 
4878 126894 8 
4879 126917 8 
4880 126942 8 
4881 126963 8 
4882 126992 8 
4883 127021 8 
4884 127050 8 
4885 127079 8 
4886 127107 8 
4887 127136 8 
4888 127164 8 
4889 127191 8 
4890 127218 8 
4891 127245 8 
4892 127272 8 
4893 127298 8 
4894 127324 8 
4895 127349 8 
4896 127375 8 
4897 127400 8 
4898 127425 8 
4899 127449 8 
4900 127474 8 
4901 127497 8 
4902 127521 8 
4903 127545 8 
4904 127569 8 
4905 127592 8 
4906 127605 8 
4907 127627 8 
4908 127649 8 
4909 127670 8 
4910 127701 8 
4911 127732 8 
4912 127757 8 
4913 127787 8 
4914 127817 8 
4915 127846 8 
4916 127868 8 
4917 127896 8 
4918 127925 8 
4919 127954 8 
4920 127984 8 
4921 128011 8 
4922 128038 8 
4923 128062 8 
4924 128089 8 
4925 128115 8 
4926 128140 8 
4927 128169 8 
4928 128194 8 
4929 128222 8 
4930 128246 8 
4931 128261 8 
4932 128284 8 
4933 128297 8 
4934 128324 8 
4935 128349 8 
4936 128375 8 
4937 128396 8 
4938 128421 8 
4939 128450 8 
4940 128478 8 
4941 128507 8 
4942 128536 8 
4943 128565 8 
4944 128593 8 
4945 128622 8 
4946 128649 8 
4947 128675 8 
4948 128702 8 
4949 128730 8 
4950 128758 8 
4951 128784 8 
4952 128809 8 
4953 128834 8 
4954 128861 8 
4955 128886 8 
4956 128913 8 
4957 128938 8 
4958 128966 8 
4959 128993 8 
4960 129016 8 
4961 129039 8 
4962 129063 8 
4963 129086 8 
4964 129109 8 
4965 129131 8 
4966 129141 8 
4967 129172 8 
4968 129203 8 
4969 129233 8 
4970 129262 8 
4971 129291 8 
4972 129317 8 
4973 129345 8 
4974 129371 8 
4975 129400 8 
4976 129429 8 
4977 129456 8 
4978 129482 8 
4979 129509 8 
4980 129538 8 
4981 129564 8 
4982 129590 8 
4983 129614 8 
4984 129640 8 
4985 129665 8 
4986 129686 8 
4987 129714 8 
4988 129733 8 
4989 129757 8 
4990 129779 8 
4991 129802 8 
4992 129824 8 
4993 129845 8 
4994 129871 8 
4995 129892 8 
4996 129920 8 
4997 129947 8 
4998 129976 8 
4999 130005 8 
5000 130033 8 
5001 130062 8 
5002 130088 8 
5003 130116 8 
5004 130143 8 
5005 130170 8 
5006 130195 8 
5007 130223 8 
5008 130249 8 
5009 130274 8 
5010 130302 8 
5011 130327 8 
5012 130351 8 
5013 130375 8 
5014 130402 8 
5015 130429 8 
5016 130456 8 
5017 130479 8 
5018 130503 8 
5019 130526 8 
5020 130549 8 
5021 130571 8 
5022 130581 8 
5023 130610 8 
5024 130638 8 
5025 130668 8 
5026 130698 8 
5027 130726 8 
5028 130754 8 
5029 130782 8 
5030 130809 8 
5031 130838 8 
5032 130862 8 
5033 130890 8 
5034 130918 8 
5035 130943 8 
5036 130968 8 
5037 130993 8 
5038 131018 8 
5039 131046 8 
5040 131066 8 
5041 131091 8 
5042 131115 8 
5043 131142 8 
5044 131169 8 
5045 131186 8 
5046 131209 8 
5047 131231 8 
5048 131253 8 
5049 131274 8 
5050 131299 8 
5051 131327 8 
5052 131355 8 
5053 131380 8 
5054 131409 8 
5055 131438 8 
5056 131467 8 
5057 131495 8 
5058 131520 8 
5059 131546 8 
5060 131573 8 
5061 131598 8 
5062 131627 8 
5063 131650 8 
5064 131676 8 
5065 131700 8 
5066 131725 8 
5067 131742 8 
5068 131769 8 
5069 131794 8 
5070 131818 8 
5071 131841 8 
5072 131857 8 
5073 131883 8 
5074 131909 8 
5075 131931 8 
5076 131952 8 
5077 131980 8 
5078 132009 8 
5079 132039 8 
5080 132070 8 
5081 132099 8 
5082 132125 8 
5083 132153 8 
5084 132181 8 
5085 132210 8 
5086 132238 8 
5087 132264 8 
5088 132290 8 
5089 132319 8 
5090 132341 8 
5091 132365 8 
5092 132387 8 
5093 132406 8 
5094 132430 8 
5095 132446 8 
5096 132472 8 
5097 132496 8 
5098 132519 8 
5099 132541 8 
5100 132567 8 
5101 132593 8 
5102 132615 8 
5103 132636 8 
5104 132666 8 
5105 132696 8 
5106 132724 8 
5107 132753 8 
5108 132780 8 
5109 132807 8 
5110 132834 8 
5111 132863 8 
5112 132889 8 
5113 132919 8 
5114 132945 8 
5115 132972 8 
5116 132998 8 
5117 133026 8 
5118 133054 8 
5119 133080 8 
5120 133103 8 
5121 133125 8 
5122 133149 8 
5123 133177 8 
5124 133201 8 
5125 133219 8 
5126 133242 8 
5127 133264 8 
5128 133290 8 
5129 133312 8 
5130 133334 8 
5131 133355 8 
5132 133387 8 
5133 133417 8 
5134 133447 8 
5135 133475 8 
5136 133504 8 
5137 133533 8 
5138 133559 8 
5139 133585 8 
5140 133614 8 
5141 133643 8 
5142 133669 8 
5143 133695 8 
5144 133722 8 
5145 133751 8 
5146 133776 8 
5147 133802 8 
5148 133828 8 
5149 133854 8 
5150 133879 8 
5151 133905 8 
5152 133925 8 
5153 133944 8 
5154 133971 8 
5155 133994 8 
5156 134016 8 
5157 134038 8 
5158 134064 8 
5159 134085 8 
5160 134106 8 
5161 134138 8 
5162 134168 8 
5163 134198 8 
5164 134226 8 
5165 134255 8 
5166 134282 8 
5167 134309 8 
5168 134336 8 
5169 134366 8 
5170 134395 8 
5171 134422 8 
5172 134448 8 
5173 134474 8 
5174 134500 8 
5175 134528 8 
5176 134556 8 
5177 134582 8 
5178 134605 8 
5179 134627 8 
5180 134651 8 
5181 134679 8 
5182 134702 8 
5183 134720 8 
5184 134743 8 
5185 134766 8 
5186 134788 8 
5187 134810 8 
5188 134836 8 
5189 134857 8 
5190 134884 8 
5191 134915 8 
5192 134944 8 
5193 134972 8 
5194 135002 8 
5195 135031 8 
5196 135056 8 
5197 135085 8 
5198 135111 8 
5199 135140 8 
5200 135164 8 
5201 135191 8 
5202 135218 8 
5203 135244 8 
5204 135271 8 
5205 135293 8 
5206 135318 8 
5207 135344 8 
5208 135364 8 
5209 135381 8 
5210 135403 8 
5211 135429 8 
5212 135454 8 
5213 135477 8 
5214 135498 8 
5215 135524 8 
5216 135545 8 
5217 135571 8 
5218 135598 8 
5219 135622 8 
5220 135650 8 
5221 135678 8 
5222 135704 8 
5223 135727 8 
5224 135755 8 
5225 135781 8 
5226 135809 8 
5227 135836 8 
5228 135860 8 
5229 135886 8 
5230 135904 8 
5231 135932 8 
5232 135951 8 
5233 135974 8 
5234 135991 8 
5235 136015 8 
5236 136038 8 
5237 136064 8 
5238 136086 8 
5239 136112 8 
5240 136133 8 
5241 136160 8 
5242 136189 8 
5243 136217 8 
5244 136246 8 
5245 136271 8 
5246 136297 8 
5247 136323 8 
5248 136351 8 
5249 136380 8 
5250 136408 8 
5251 136430 8 
5252 136456 8 
5253 136478 8 
5254 136503 8 
5255 136530 8 
5256 136551 8 
5257 136576 8 
5258 136599 8 
5259 136617 8 
5260 136643 8 
5261 136668 8 
5262 136690 8 
5263 136712 8 
5264 136738 8 
5265 136759 8 
5266 136786 8 
5267 136813 8 
5268 136841 8 
5269 136869 8 
5270 136895 8 
5271 136923 8 
5272 136952 8 
5273 136979 8 
5274 137004 8 
5275 137027 8 
5276 137054 8 
5277 137079 8 
5278 137104 8 
5279 137130 8 
5280 137158 8 
5281 137177 8 
5282 137201 8 
5283 137228 8 
5284 137252 8 
5285 137269 8 
5286 137295 8 
5287 137317 8 
5288 137339 8 
5289 137364 8 
5290 137385 8 
5291 137411 8 
5292 137440 8 
5293 137469 8 
5294 137495 8 
5295 137524 8 
5296 137552 8 
5297 137578 8 
5298 137607 8 
5299 137631 8 
5300 137657 8 
5301 137683 8 
5302 137705 8 
5303 137731 8 
5304 137756 8 
5305 137778 8 
5306 137803 8 
5307 137828 8 
5308 137851 8 
5309 137877 8 
5310 137902 8 
5311 137918 8 
5312 137939 8 
5313 137961 8 
5314 137986 8 
5315 138011 8 
5316 138037 8 
5317 138066 8 
5318 138095 8 
5319 138120 8 
5320 138146 8 
5321 138172 8 
5322 138201 8 
5323 138230 8 
5324 138256 8 
5325 138283 8 
5326 138305 8 
5327 138332 8 
5328 138354 8 
5329 138374 8 
5330 138399 8 
5331 138425 8 
5332 138450 8 
5333 138473 8 
5334 138490 8 
5335 138513 8 
5336 138536 8 
5337 138561 8 
5338 138582 8 
5339 138607 8 
5340 138633 8 
5341 138662 8 
5342 138691 8 
5343 138717 8 
5344 138746 8 
5345 138772 8 
5346 138798 8 
5347 138827 8 
5348 138856 8 
5349 138882 8 
5350 138907 8 
5351 138929 8 
5352 138956 8 
5353 138980 8 
5354 139006 8 
5355 139027 8 
5356 139052 8 
5357 139069 8 
5358 139094 8 
5359 139116 8 
5360 139142 8 
5361 139164 8 
5362 139186 8 
5363 139212 8 
5364 139233 8 
5365 139259 8 
5366 139285 8 
5367 139314 8 
5368 139339 8 
5369 139368 8 
5370 139394 8 
5371 139420 8 
5372 139447 8 
5373 139470 8 
5374 139497 8 
5375 139523 8 
5376 139546 8 
5377 139565 8 
5378 139590 8 
5379 139616 8 
5380 139635 8 
5381 139661 8 
5382 139684 8 
5383 139706 8 
5384 139732 8 
5385 139754 8 
5386 139779 8 
5387 139800 8 
5388 139830 8 
5389 139858 8 
5390 139887 8 
5391 139914 8 
5392 139941 8 
5393 139968 8 
5394 139998 8 
5395 140024 8 
5396 140053 8 
5397 140079 8 
5398 140105 8 
5399 140134 8 
5400 140160 8 
5401 140187 8 
5402 140211 8 
5403 140237 8 
5404 140262 8 
5405 140283 8 
5406 140303 8 
5407 140330 8 
5408 140357 8 
5409 140380 8 
5410 140402 8 
5411 140424 8 
5412 140447 8 
5413 140468 8 
5414 140489 8 
5415 140515 8 
5416 140544 8 
5417 140570 8 
5418 140598 8 
5419 140627 8 
5420 140653 8 
5421 140679 8 
5422 140705 8 
5423 140731 8 
5424 140756 8 
5425 140784 8 
5426 140809 8 
5427 140834 8 
5428 140854 8 
5429 140873 8 
5430 140900 8 
5431 140923 8 
5432 140946 8 
5433 140963 8 
5434 140988 8 
5435 141014 8 
5436 141036 8 
5437 141062 8 
5438 141083 8 
5439 141109 8 
5440 141135 8 
5441 141160 8 
5442 141189 8 
5443 141215 8 
5444 141241 8 
5445 141267 8 
5446 141294 8 
5447 141323 8 
5448 141344 8 
5449 141365 8 
5450 141390 8 
5451 141411 8 
5452 141436 8 
5453 141455 8 
5454 141478 8 
5455 141504 8 
5456 141527 8 
5457 141553 8 
5458 141574 8 
5459 141595 8 
5460 141620 8 
5461 141646 8 
5462 141672 8 
5463 141700 8 
5464 141729 8 
5465 141755 8 
5466 141781 8 
5467 141807 8 
5468 141833 8 
5469 141859 8 
5470 141888 8 
5471 141910 8 
5472 141935 8 
5473 141956 8 
5474 141980 8 
5475 142008 8 
5476 142025 8 
5477 142043 8 
5478 142068 8 
5479 142094 8 
5480 142120 8 
5481 142142 8 
5482 142164 8 
5483 142185 8 
5484 142201 8 
5485 142228 8 
5486 142255 8 
5487 142284 8 
5488 142311 8 
5489 142338 8 
5490 142356 8 
5491 142367 8 
5492 142390 8 
5493 142399 8 
5494 142424 8 
5495 142449 8 
5496 142478 8 
5497 142507 8 
5498 142534 8 
5499 142561 8 
5500 142588 8 
5501 142617 8 
5502 142647 8 
5503 142673 8 
5504 142699 8 
5505 142728 8 
5506 142754 8 
5507 142780 8 
5508 142805 8 
5509 142831 8 
5510 142854 8 
5511 142879 8 
5512 142903 8 
5513 142923 8 
5514 142950 8 
5515 142973 8 
5516 143000 8 
5517 143023 8 
5518 143044 8 
5519 143067 8 
5520 143088 8 
5521 143109 8 
5522 143135 8 
5523 143161 8 
5524 143187 8 
5525 143216 8 
5526 143242 8 
5527 143268 8 
5528 143297 8 
5529 143323 8 
5530 143347 8 
5531 143373 8 
5532 143393 8 
5533 143419 8 
5534 143437 8 
5535 143456 8 
5536 143478 8 
5537 143504 8 
5538 143530 8 
5539 143555 8 
5540 143577 8 
5541 143599 8 
5542 143620 8 
5543 143656 8 
5544 143690 8 
5545 143724 8 
5546 143757 8 
5547 143790 8 
5548 143822 8 
5549 143853 8 
5550 143884 8 
5551 143915 8 
5552 143946 8 
5553 143974 8 
5554 144003 8 
5555 144031 8 
5556 144060 8 
5557 144087 8 
5558 144115 8 
5559 144141 8 
5560 144168 8 
5561 144196 8 
5562 144225 8 
5563 144254 8 
5564 144281 8 
5565 144305 8 
5566 144330 8 
5567 144355 8 
5568 144380 8 
5569 144404 8 
5570 144429 8 
5571 144452 8 
5572 144479 8 
5573 144503 8 
5574 144525 8 
5575 144548 8 
5576 144560 8 
5577 144586 8 
5578 144607 8 
5579 144642 8 
5580 144676 8 
5581 144709 8 
5582 144742 8 
5583 144774 8 
5584 144805 8 
5585 144836 8 
5586 144867 8 
5587 144898 8 
5588 144926 8 
5589 144955 8 
5590 144983 8 
5591 145012 8 
5592 145039 8 
5593 145067 8 
5594 145093 8 
5595 145122 8 
5596 145148 8 
5597 145177 8 
5598 145206 8 
5599 145233 8 
5600 145259 8 
5601 145282 8 
5602 145307 8 
5603 145332 8 
5604 145356 8 
5605 145381 8 
5606 145404 8 
5607 145431 8 
5608 145455 8 
5609 145477 8 
5610 145500 8 
5611 145527 8 
5612 145538 8 
5613 145559 8 
5614 145591 8 
5615 145623 8 
5616 145656 8 
5617 145689 8 
5618 145721 8 
5619 145750 8 
5620 145781 8 
5621 145812 8 
5622 145843 8 
5623 145871 8 
5624 145898 8 
5625 145926 8 
5626 145955 8 
5627 145982 8 
5628 146010 8 
5629 146033 8 
5630 146062 8 
5631 146088 8 
5632 146117 8 
5633 146146 8 
5634 146174 8 
5635 146202 8 
5636 146221 8 
5637 146246 8 
5638 146271 8 
5639 146295 8 
5640 146322 8 
5641 146348 8 
5642 146375 8 
5643 146402 8 
5644 146428 8 
5645 146451 8 
5646 146463 8 
5647 146489 8 
5648 146510 8 
5649 146545 8 
5650 146578 8 
5651 146611 8 
5652 146643 8 
5653 146674 8 
5654 146703 8 
5655 146731 8 
5656 146762 8 
5657 146791 8 
5658 146820 8 
5659 146848 8 
5660 146877 8 
5661 146906 8 
5662 146934 8 
5663 146956 8 
5664 146985 8 
5665 147011 8 
5666 147040 8 
5667 147069 8 
5668 147096 8 
5669 147122 8 
5670 147145 8 
5671 147170 8 
5672 147197 8 
5673 147221 8 
5674 147246 8 
5675 147269 8 
5676 147296 8 
5677 147322 8 
5678 147348 8 
5679 147371 8 
5680 147381 8 
5681 147407 8 
5682 147432 8 
5683 147464 8 
5684 147497 8 
5685 147529 8 
5686 147560 8 
5687 147591 8 
5688 147622 8 
5689 147653 8 
5690 147681 8 
5691 147710 8 
5692 147738 8 
5693 147767 8 
5694 147794 8 
5695 147822 8 
5696 147848 8 
5697 147877 8 
5698 147903 8 
5699 147932 8 
5700 147961 8 
5701 147988 8 
5702 148012 8 
5703 148037 8 
5704 148062 8 
5705 148087 8 
5706 148111 8 
5707 148136 8 
5708 148159 8 
5709 148186 8 
5710 148210 8 
5711 148232 8 
5712 148255 8 
5713 148267 8 
5714 148293 8 
5715 148314 8 
5716 148346 8 
5717 148379 8 
5718 148411 8 
5719 148442 8 
5720 148473 8 
5721 148503 8 
5722 148533 8 
5723 148563 8 
5724 148592 8 
5725 148620 8 
5726 148648 8 
5727 148675 8 
5728 148703 8 
5729 148729 8 
5730 148756 8 
5731 148782 8 
5732 148809 8 
5733 148836 8 
5734 148862 8 
5735 148886 8 
5736 148911 8 
5737 148936 8 
5738 148961 8 
5739 148985 8 
5740 149010 8 
5741 149033 8 
5742 149057 8 
5743 149081 8 
5744 149103 8 
5745 149126 8 
5746 149140 8 
5747 149162 8 
5748 149183 8 
5749 149214 8 
5750 149245 8 
5751 149276 8 
5752 149307 8 
5753 149338 8 
5754 149369 8 
5755 149397 8 
5756 149426 8 
5757 149456 8 
5758 149484 8 
5759 149510 8 
5760 149538 8 
5761 149564 8 
5762 149593 8 
5763 149621 8 
5764 149647 8 
5765 149673 8 
5766 149697 8 
5767 149722 8 
5768 149750 8 
5769 149775 8 
5770 149803 8 
5771 149830 8 
5772 149854 8 
5773 149879 8 
5774 149903 8 
5775 149926 8 
5776 149953 8 
5777 149976 8 
5778 149998 8 
5779 150009 8 
5780 150030 8 
5781 150059 8 
5782 150090 8 
5783 150121 8 
5784 150152 8 
5785 150182 8 
5786 150212 8 
5787 150241 8 
5788 150267 8 
5789 150295 8 
5790 150323 8 
5791 150352 8 
5792 150378 8 
5793 150407 8 
5794 150433 8 
5795 150462 8 
5796 150491 8 
5797 150518 8 
5798 150544 8 
5799 150569 8 
5800 150597 8 
5801 150615 8 
5802 150640 8 
5803 150667 8 
5804 150691 8 
5805 150717 8 
5806 150740 8 
5807 150766 8 
5808 150777 8 
5809 150803 8 
5810 150829 8 
5811 150850 8 
5812 150881 8 
5813 150911 8 
5814 150941 8 
5815 150972 8 
5816 151001 8 
5817 151031 8 
5818 151059 8 
5819 151087 8 
5820 151115 8 
5821 151145 8 
5822 151173 8 
5823 151202 8 
5824 151231 8 
5825 151256 8 
5826 151282 8 
5827 151308 8 
5828 151334 8 
5829 151358 8 
5830 151386 8 
5831 151412 8 
5832 151436 8 
5833 151461 8 
5834 151484 8 
5835 151508 8 
5836 151535 8 
5837 151559 8 
5838 151582 8 
5839 151605 8 
5840 151617 8 
5841 151643 8 
5842 151664 8 
5843 151695 8 
5844 151725 8 
5845 151756 8 
5846 151787 8 
5847 151817 8 
5848 151846 8 
5849 151876 8 
5850 151904 8 
5851 151931 8 
5852 151961 8 
5853 151991 8 
5854 152020 8 
5855 152046 8 
5856 152073 8 
5857 152098 8 
5858 152124 8 
5859 152152 8 
5860 152177 8 
5861 152201 8 
5862 152229 8 
5863 152254 8 
5864 152275 8 
5865 152298 8 
5866 152322 8 
5867 152337 8 
5868 152360 8 
5869 152382 8 
5870 152408 8 
5871 152431 8 
5872 152452 8 
5873 152477 8 
5874 152509 8 
5875 152539 8 
5876 152569 8 
5877 152600 8 
5878 152628 8 
5879 152659 8 
5880 152687 8 
5881 152716 8 
5882 152743 8 
5883 152772 8 
5884 152802 8 
5885 152828 8 
5886 152855 8 
5887 152882 8 
5888 152909 8 
5889 152935 8 
5890 152962 8 
5891 152990 8 
5892 153015 8 
5893 153040 8 
5894 153062 8 
5895 153087 8 
5896 153104 8 
5897 153131 8 
5898 153149 8 
5899 153173 8 
5900 153194 8 
5901 153220 8 
5902 153243 8 
5903 153268 8 
5904 153289 8 
5905 153318 8 
5906 153347 8 
5907 153376 8 
5908 153405 8 
5909 153433 8 
5910 153462 8 
5911 153490 8 
5912 153517 8 
5913 153544 8 
5914 153572 8 
5915 153598 8 
5916 153624 8 
5917 153650 8 
5918 153675 8 
5919 153701 8 
5920 153726 8 
5921 153751 8 
5922 153775 8 
5923 153800 8 
5924 153823 8 
5925 153847 8 
5926 153871 8 
5927 153895 8 
5928 153918 8 
5929 153931 8 
5930 153953 8 
5931 153975 8 
5932 153996 8 
5933 154027 8 
5934 154053 8 
5935 154083 8 
5936 154113 8 
5937 154143 8 
5938 154172 8 
5939 154194 8 
5940 154222 8 
5941 154251 8 
5942 154280 8 
5943 154310 8 
5944 154338 8 
5945 154364 8 
5946 154388 8 
5947 154415 8 
5948 154441 8 
5949 154466 8 
5950 154495 8 
5951 154520 8 
5952 154548 8 
5953 154572 8 
5954 154587 8 
5955 154610 8 
5956 154623 8 
5957 154650 8 
5958 154675 8 
5959 154701 8 
5960 154722 8 
5961 154747 8 
5962 154775 8 
5963 154804 8 
5964 154833 8 
5965 154862 8 
5966 154891 8 
5967 154919 8 
5968 154948 8 
5969 154975 8 
5970 155001 8 
5971 155028 8 
5972 155056 8 
5973 155084 8 
5974 155110 8 
5975 155135 8 
5976 155160 8 
5977 155187 8 
5978 155212 8 
5979 155239 8 
5980 155264 8 
5981 155292 8 
5982 155319 8 
5983 155342 8 
5984 155365 8 
5985 155389 8 
5986 155412 8 
5987 155435 8 
5988 155457 8 
5989 155467 8 
5990 155498 8 
5991 155529 8 
5992 155559 8 
5993 155588 8 
5994 155617 8 
5995 155643 8 
5996 155671 8 
5997 155697 8 
5998 155726 8 
5999 155755 8 
6000 155782 8 
6001 155808 8 
6002 155835 8 
6003 155864 8 
6004 155890 8 
6005 155916 8 
6006 155940 8 
6007 155966 8 
6008 155991 8 
6009 156012 8 
6010 156040 8 
6011 156059 8 
6012 156083 8 
6013 156105 8 
6014 156128 8 
6015 156150 8 
6016 156171 8 
6017 156197 8 
6018 156218 8 
6019 156246 8 
6020 156273 8 
6021 156302 8 
6022 156331 8 
6023 156359 8 
6024 156388 8 
6025 156417 8 
6026 156442 8 
6027 156469 8 
6028 156496 8 
6029 156521 8 
6030 156549 8 
6031 156575 8 
6032 156600 8 
6033 156628 8 
6034 156653 8 
6035 156677 8 
6036 156701 8 
6037 156728 8 
6038 156755 8 
6039 156782 8 
6040 156805 8 
6041 156829 8 
6042 156852 8 
6043 156875 8 
6044 156897 8 
6045 156907 8 
6046 156935 8 
6047 156965 8 
6048 156994 8 
6049 157024 8 
6050 157052 8 
6051 157080 8 
6052 157108 8 
6053 157135 8 
6054 157164 8 
6055 157188 8 
6056 157216 8 
6057 157244 8 
6058 157269 8 
6059 157294 8 
6060 157319 8 
6061 157344 8 
6062 157372 8 
6063 157392 8 
6064 157417 8 
6065 157441 8 
6066 157468 8 
6067 157495 8 
6068 157519 8 
6069 157535 8 
6070 157557 8 
6071 157579 8 
6072 157600 8 
6073 157625 8 
6074 157654 8 
6075 157680 8 
6076 157706 8 
6077 157736 8 
6078 157764 8 
6079 157793 8 
6080 157821 8 
6081 157846 8 
6082 157872 8 
6083 157899 8 
6084 157924 8 
6085 157948 8 
6086 157976 8 
6087 158002 8 
6088 158026 8 
6089 158051 8 
6090 158068 8 
6091 158095 8 
6092 158120 8 
6093 158144 8 
6094 158167 8 
6095 158183 8 
6096 158209 8 
6097 158235 8 
6098 158257 8 
6099 158278 8 
6100 158310 8 
6101 158340 8 
6102 158370 8 
6103 158398 8 
6104 158427 8 
6105 158454 8 
6106 158481 8 
6107 158508 8 
6108 158537 8 
6109 158563 8 
6110 158593 8 
6111 158619 8 
6112 158646 8 
6113 158672 8 
6114 158700 8 
6115 158728 8 
6116 158754 8 
6117 158777 8 
6118 158799 8 
6119 158823 8 
6120 158851 8 
6121 158875 8 
6122 158899 8 
6123 158916 8 
6124 158938 8 
6125 158964 8 
6126 158986 8 
6127 159008 8 
6128 159029 8 
6129 159056 8 
6130 159084 8 
6131 159115 8 
6132 159144 8 
6133 159170 8 
6134 159198 8 
6135 159226 8 
6136 159255 8 
6137 159283 8 
6138 159309 8 
6139 159335 8 
6140 159364 8 
6141 159386 8 
6142 159410 8 
6143 159432 8 
6144 159451 8 
6145 159475 8 
6146 159491 8 
6147 159517 8 
6148 159541 8 
6149 159564 8 
6150 159586 8 
6151 159612 8 
6152 159638 8 
6153 159660 8 
6154 159681 8 
6155 159713 8 
6156 159743 8 
6157 159773 8 
6158 159801 8 
6159 159830 8 
6160 159859 8 
6161 159885 8 
6162 159911 8 
6163 159940 8 
6164 159969 8 
6165 159995 8 
6166 160021 8 
6167 160048 8 
6168 160077 8 
6169 160102 8 
6170 160128 8 
6171 160154 8 
6172 160180 8 
6173 160205 8 
6174 160231 8 
6175 160251 8 
6176 160279 8 
6177 160297 8 
6178 160320 8 
6179 160342 8 
6180 160364 8 
6181 160390 8 
6182 160411 8 
6183 160432 8 
6184 160464 8 
6185 160494 8 
6186 160524 8 
6187 160552 8 
6188 160581 8 
6189 160608 8 
6190 160635 8 
6191 160662 8 
6192 160692 8 
6193 160721 8 
6194 160748 8 
6195 160774 8 
6196 160800 8 
6197 160826 8 
6198 160854 8 
6199 160882 8 
6200 160908 8 
6201 160931 8 
6202 160953 8 
6203 160977 8 
6204 161005 8 
6205 161028 8 
6206 161046 8 
6207 161069 8 
6208 161092 8 
6209 161114 8 
6210 161136 8 
6211 161162 8 
6212 161183 8 
6213 161210 8 
6214 161240 8 
6215 161270 8 
6216 161298 8 
6217 161328 8 
6218 161357 8 
6219 161382 8 
6220 161411 8 
6221 161437 8 
6222 161466 8 
6223 161494 8 
6224 161517 8 
6225 161544 8 
6226 161570 8 
6227 161597 8 
6228 161619 8 
6229 161644 8 
6230 161670 8 
6231 161690 8 
6232 161707 8 
6233 161729 8 
6234 161755 8 
6235 161780 8 
6236 161803 8 
6237 161824 8 
6238 161850 8 
6239 161871 8 
6240 161898 8 
6241 161928 8 
6242 161957 8 
6243 161985 8 
6244 162014 8 
6245 162039 8 
6246 162065 8 
6247 162091 8 
6248 162119 8 
6249 162148 8 
6250 162171 8 
6251 162198 8 
6252 162224 8 
6253 162246 8 
6254 162271 8 
6255 162298 8 
6256 162319 8 
6257 162344 8 
6258 162367 8 
6259 162394 8 
6260 162411 8 
6261 162436 8 
6262 162458 8 
6263 162480 8 
6264 162506 8 
6265 162527 8 
6266 162552 8 
6267 162578 8 
6268 162602 8 
6269 162630 8 
6270 162656 8 
6271 162679 8 
6272 162707 8 
6273 162733 8 
6274 162761 8 
6275 162788 8 
6276 162812 8 
6277 162838 8 
6278 162856 8 
6279 162884 8 
6280 162903 8 
6281 162926 8 
6282 162943 8 
6283 162967 8 
6284 162990 8 
6285 163016 8 
6286 163038 8 
6287 163064 8 
6288 163085 8 
6289 163112 8 
6290 163139 8 
6291 163167 8 
6292 163195 8 
6293 163221 8 
6294 163249 8 
6295 163278 8 
6296 163305 8 
6297 163330 8 
6298 163353 8 
6299 163380 8 
6300 163405 8 
6301 163430 8 
6302 163456 8 
6303 163484 8 
6304 163503 8 
6305 163527 8 
6306 163554 8 
6307 163578 8 
6308 163595 8 
