sessionnumb  20260904180823 
gap> Read("Task20260904Ud.g");
1653 43680 5 
1654 43707 5 
1655 43736 5 
1656 43758 5 
1657 43779 5 
1658 43802 5 
1659 43818 5 
1660 43842 5 
1661 43865 5 
1662 43886 5 
1663 43912 5 
1664 43935 5 
1665 43960 5 
1666 43981 5 
1667 44012 5 
1668 44042 5 
1669 44073 5 
1670 44104 5 
1671 44134 5 
1672 44163 5 
1673 44193 5 
1674 44221 5 
1675 44251 5 
1676 44279 5 
1677 44304 5 
1678 44331 5 
1679 44357 5 
1680 44386 5 
1681 44414 5 
1682 44440 5 
1683 44466 5 
1684 44494 5 
1685 44519 5 
1686 44542 5 
1687 44570 5 
1688 44591 5 
1689 44614 5 
1690 44630 5 
1691 44653 5 
1692 44675 5 
1693 44698 5 
1694 44724 5 
1695 44747 5 
1696 44772 5 
1697 44793 5 
1698 44822 5 
1699 44851 5 
1700 44880 5 
1701 44909 5 
1702 44937 5 
1703 44966 5 
1704 44994 5 
1705 45022 5 
1706 45048 5 
1707 45075 5 
1708 45101 5 
1709 45126 5 
1710 45153 5 
1711 45179 5 
1712 45204 5 
1713 45229 5 
1714 45255 5 
1715 45280 5 
1716 45304 5 
1717 45328 5 
1718 45351 5 
1719 45367 5 
1720 45390 5 
1721 45413 5 
1722 45435 5 
1723 45457 5 
1724 45479 5 
1725 45500 5 
1726 45531 5 
1727 45562 5 
1728 45587 5 
1729 45612 5 
1730 45641 5 
1731 45670 5 
1732 45699 5 
1733 45727 5 
1734 45755 5 
1735 45784 5 
1736 45812 5 
1737 45841 5 
1738 45868 5 
1739 45894 5 
1740 45917 5 
1741 45944 5 
1742 45970 5 
1743 45999 5 
1744 46024 5 
1745 46053 5 
1746 46081 5 
1747 46105 5 
1748 46119 5 
1749 46146 5 
1750 46158 5 
1751 46180 5 
1752 46201 5 
1753 46226 5 
1754 46251 5 
1755 46279 5 
1756 46308 5 
1757 46337 5 
1758 46366 5 
1759 46395 5 
1760 46423 5 
1761 46452 5 
1762 46481 5 
1763 46506 5 
1764 46533 5 
1765 46560 5 
1766 46588 5 
1767 46613 5 
1768 46639 5 
1769 46664 5 
1770 46689 5 
1771 46716 5 
1772 46744 5 
1773 46771 5 
1774 46796 5 
1775 46819 5 
1776 46843 5 
1777 46870 5 
1778 46893 5 
1779 46916 5 
1780 46939 5 
1781 46961 5 
1782 46971 5 
1783 47002 5 
1784 47033 5 
1785 47063 5 
1786 47092 5 
1787 47121 5 
1788 47147 5 
1789 47175 5 
1790 47201 5 
1791 47230 5 
1792 47259 5 
1793 47286 5 
1794 47312 5 
1795 47338 5 
1796 47365 5 
1797 47394 5 
1798 47418 5 
1799 47444 5 
1800 47470 5 
1801 47495 5 
1802 47521 5 
1803 47541 5 
1804 47560 5 
1805 47583 5 
1806 47610 5 
1807 47632 5 
1808 47658 5 
1809 47680 5 
1810 47701 5 
1811 47722 5 
1812 47753 5 
1813 47784 5 
1814 47814 5 
1815 47843 5 
1816 47872 5 
1817 47900 5 
1818 47926 5 
1819 47952 5 
1820 47981 5 
1821 48008 5 
1822 48037 5 
1823 48063 5 
1824 48089 5 
1825 48116 5 
1826 48145 5 
1827 48169 5 
1828 48195 5 
1829 48221 5 
1830 48246 5 
1831 48272 5 
1832 48292 5 
1833 48311 5 
1834 48338 5 
1835 48361 5 
1836 48383 5 
1837 48405 5 
1838 48431 5 
1839 48452 5 
1840 48473 5 
1841 48501 5 
1842 48528 5 
1843 48557 5 
1844 48586 5 
1845 48614 5 
1846 48643 5 
1847 48672 5 
1848 48697 5 
1849 48724 5 
1850 48752 5 
1851 48779 5 
1852 48804 5 
1853 48830 5 
1854 48855 5 
1855 48880 5 
1856 48907 5 
1857 48935 5 
1858 48962 5 
1859 48986 5 
1860 49010 5 
1861 49034 5 
1862 49061 5 
1863 49084 5 
1864 49107 5 
1865 49130 5 
1866 49152 5 
1867 49162 5 
1868 49190 5 
1869 49219 5 
1870 49249 5 
1871 49278 5 
1872 49307 5 
1873 49335 5 
1874 49363 5 
1875 49389 5 
1876 49415 5 
1877 49443 5 
1878 49471 5 
1879 49499 5 
1880 49524 5 
1881 49549 5 
1882 49574 5 
1883 49599 5 
1884 49627 5 
1885 49647 5 
1886 49672 5 
1887 49699 5 
1888 49723 5 
1889 49747 5 
1890 49764 5 
1891 49790 5 
1892 49812 5 
1893 49837 5 
1894 49859 5 
1895 49880 5 
1896 49909 5 
1897 49935 5 
1898 49961 5 
1899 49990 5 
1900 50019 5 
1901 50044 5 
1902 50072 5 
1903 50100 5 
1904 50128 5 
1905 50155 5 
1906 50181 5 
1907 50209 5 
1908 50234 5 
1909 50257 5 
1910 50285 5 
1911 50309 5 
1912 50326 5 
1913 50350 5 
1914 50373 5 
1915 50398 5 
1916 50422 5 
1917 50438 5 
1918 50464 5 
1919 50486 5 
1920 50512 5 
1921 50533 5 
1922 50561 5 
1923 50591 5 
1924 50619 5 
1925 50648 5 
1926 50676 5 
1927 50704 5 
1928 50730 5 
1929 50758 5 
1930 50784 5 
1931 50812 5 
1932 50840 5 
1933 50865 5 
1934 50890 5 
1935 50915 5 
1936 50940 5 
1937 50968 5 
1938 50988 5 
1939 51013 5 
1940 51040 5 
1941 51064 5 
1942 51088 5 
1943 51105 5 
1944 51131 5 
1945 51153 5 
1946 51175 5 
1947 51200 5 
1948 51221 5 
1949 51249 5 
1950 51277 5 
1951 51303 5 
1952 51333 5 
1953 51362 5 
1954 51389 5 
1955 51419 5 
1956 51445 5 
1957 51474 5 
1958 51502 5 
1959 51531 5 
1960 51553 5 
1961 51578 5 
1962 51607 5 
1963 51629 5 
1964 51653 5 
1965 51670 5 
1966 51687 5 
1967 51710 5 
1968 51732 5 
1969 51756 5 
1970 51779 5 
1971 51805 5 
1972 51831 5 
1973 51853 5 
1974 51874 5 
1975 51904 5 
1976 51934 5 
1977 51962 5 
1978 51991 5 
1979 52018 5 
1980 52045 5 
1981 52072 5 
1982 52101 5 
1983 52127 5 
1984 52154 5 
1985 52184 5 
1986 52210 5 
1987 52238 5 
1988 52264 5 
1989 52292 5 
1990 52316 5 
1991 52341 5 
1992 52363 5 
1993 52391 5 
1994 52415 5 
1995 52438 5 
1996 52456 5 
1997 52479 5 
1998 52502 5 
1999 52524 5 
2000 52550 5 
2001 52572 5 
2002 52593 5 
2003 52622 5 
2004 52647 5 
2005 52672 5 
2006 52701 5 
2007 52730 5 
2008 52758 5 
2009 52782 5 
2010 52810 5 
2011 52837 5 
2012 52863 5 
2013 52892 5 
2014 52914 5 
2015 52939 5 
2016 52967 5 
2017 52991 5 
2018 53008 5 
2019 53032 5 
2020 53055 5 
2021 53080 5 
2022 53096 5 
2023 53119 5 
2024 53145 5 
2025 53167 5 
2026 53193 5 
2027 53214 5 
2028 53241 5 
2029 53269 5 
2030 53298 5 
2031 53328 5 
2032 53357 5 
2033 53382 5 
2034 53408 5 
2035 53437 5 
2036 53463 5 
2037 53492 5 
2038 53521 5 
2039 53543 5 
2040 53569 5 
2041 53595 5 
2042 53617 5 
2043 53643 5 
2044 53664 5 
2045 53689 5 
2046 53706 5 
2047 53731 5 
2048 53753 5 
2049 53779 5 
2050 53801 5 
2051 53823 5 
2052 53849 5 
2053 53870 5 
2054 53900 5 
2055 53930 5 
2056 53958 5 
2057 53987 5 
2058 54014 5 
2059 54041 5 
2060 54070 5 
2061 54097 5 
2062 54123 5 
2063 54153 5 
2064 54180 5 
2065 54206 5 
2066 54232 5 
2067 54260 5 
2068 54288 5 
2069 54314 5 
2070 54337 5 
2071 54359 5 
2072 54383 5 
2073 54411 5 
2074 54434 5 
2075 54452 5 
2076 54475 5 
2077 54498 5 
2078 54520 5 
2079 54546 5 
2080 54568 5 
2081 54589 5 
2082 54615 5 
2083 54644 5 
2084 54674 5 
2085 54703 5 
2086 54728 5 
2087 54757 5 
2088 54783 5 
2089 54809 5 
2090 54838 5 
2091 54866 5 
2092 54888 5 
2093 54915 5 
2094 54941 5 
2095 54963 5 
2096 54989 5 
2097 55010 5 
2098 55035 5 
2099 55052 5 
2100 55074 5 
2101 55099 5 
2102 55125 5 
2103 55148 5 
2104 55169 5 
2105 55195 5 
2106 55216 5 
2107 55243 5 
2108 55271 5 
2109 55300 5 
2110 55326 5 
2111 55354 5 
2112 55380 5 
2113 55409 5 
2114 55435 5 
2115 55463 5 
2116 55488 5 
2117 55516 5 
2118 55538 5 
2119 55559 5 
2120 55585 5 
2121 55606 5 
2122 55633 5 
2123 55658 5 
2124 55681 5 
2125 55704 5 
2126 55721 5 
2127 55747 5 
2128 55772 5 
2129 55794 5 
2130 55820 5 
2131 55841 5 
2132 55867 5 
2133 55896 5 
2134 55922 5 
2135 55950 5 
2136 55979 5 
2137 56005 5 
2138 56031 5 
2139 56060 5 
2140 56086 5 
2141 56112 5 
2142 56134 5 
2143 56155 5 
2144 56181 5 
2145 56202 5 
2146 56229 5 
2147 56254 5 
2148 56277 5 
2149 56300 5 
2150 56317 5 
2151 56342 5 
2152 56368 5 
2153 56390 5 
2154 56416 5 
2155 56437 5 
2156 56463 5 
2157 56492 5 
2158 56521 5 
2159 56547 5 
2160 56575 5 
2161 56604 5 
2162 56630 5 
2163 56656 5 
2164 56685 5 
2165 56711 5 
2166 56734 5 
2167 56760 5 
2168 56783 5 
2169 56804 5 
2170 56829 5 
2171 56854 5 
2172 56879 5 
2173 56902 5 
2174 56928 5 
2175 56945 5 
2176 56968 5 
2177 56991 5 
2178 57012 5 
2179 57037 5 
2180 57062 5 
2181 57088 5 
2182 57117 5 
2183 57143 5 
2184 57171 5 
2185 57197 5 
2186 57226 5 
2187 57252 5 
2188 57281 5 
2189 57307 5 
2190 57334 5 
2191 57356 5 
2192 57383 5 
2193 57405 5 
2194 57425 5 
2195 57450 5 
2196 57475 5 
2197 57501 5 
2198 57524 5 
2199 57541 5 
2200 57565 5 
2201 57587 5 
2202 57608 5 
2203 57633 5 
2204 57658 5 
2205 57687 5 
2206 57716 5 
2207 57745 5 
2208 57772 5 
2209 57799 5 
2210 57829 5 
2211 57856 5 
2212 57882 5 
2213 57911 5 
2214 57937 5 
2215 57963 5 
2216 57992 5 
2217 58018 5 
2218 58045 5 
2219 58072 5 
2220 58095 5 
2221 58120 5 
2222 58141 5 
2223 58161 5 
2224 58188 5 
2225 58211 5 
2226 58238 5 
2227 58261 5 
2228 58282 5 
2229 58305 5 
2230 58326 5 
2231 58347 5 
2232 58373 5 
2233 58399 5 
2234 58428 5 
2235 58453 5 
2236 58482 5 
2237 58508 5 
2238 58534 5 
2239 58560 5 
2240 58589 5 
2241 58616 5 
2242 58643 5 
2243 58664 5 
2244 58686 5 
2245 58704 5 
2246 58729 5 
2247 58748 5 
2248 58774 5 
2249 58800 5 
2250 58823 5 
2251 58845 5 
2252 58867 5 
2253 58892 5 
2254 58913 5 
2255 58942 5 
2256 58971 5 
2257 59000 5 
2258 59027 5 
2259 59054 5 
2260 59081 5 
2261 59111 5 
2262 59137 5 
2263 59166 5 
2264 59192 5 
2265 59221 5 
2266 59247 5 
2267 59273 5 
2268 59300 5 
2269 59327 5 
2270 59350 5 
2271 59375 5 
2272 59396 5 
2273 59416 5 
2274 59443 5 
2275 59466 5 
2276 59493 5 
2277 59516 5 
2278 59537 5 
2279 59559 5 
2280 59581 5 
2281 59602 5 
2282 59628 5 
2283 59654 5 
2284 59679 5 
2285 59708 5 
2286 59734 5 
2287 59760 5 
2288 59786 5 
2289 59813 5 
2290 59842 5 
2291 59864 5 
2292 59887 5 
2293 59906 5 
2294 59930 5 
2295 59955 5 
2296 59974 5 
2297 59997 5 
2298 60023 5 
2299 60049 5 
2300 60072 5 
2301 60093 5 
2302 60118 5 
2303 60139 5 
2304 60167 5 
2305 60195 5 
2306 60223 5 
2307 60238 5 
2308 60265 5 
2309 60284 5 
2310 60308 5 
2311 60318 5 
2312 60341 5 
2313 60350 5 
2314 60375 5 
2315 60400 5 
2316 60426 5 
2317 60454 5 
2318 60483 5 
2319 60509 5 
2320 60535 5 
2321 60561 5 
2322 60587 5 
2323 60616 5 
2324 60642 5 
2325 60671 5 
2326 60692 5 
2327 60717 5 
2328 60742 5 
2329 60762 5 
2330 60779 5 
2331 60797 5 
2332 60823 5 
2333 60848 5 
2334 60870 5 
2335 60896 5 
2336 60918 5 
2337 60939 5 
2338 60965 5 
2339 60991 5 
2340 61020 5 
2341 61046 5 
2342 61072 5 
2343 61098 5 
2344 61127 5 
2345 61153 5 
2346 61180 5 
2347 61201 5 
2348 61228 5 
2349 61249 5 
2350 61267 5 
2351 61290 5 
2352 61308 5 
2353 61334 5 
2354 61360 5 
2355 61385 5 
2356 61407 5 
2357 61429 5 
2358 61450 5 
2359 61488 5 
2360 61525 5 
2361 61562 5 
2362 61597 5 
2363 61632 5 
2364 61667 5 
2365 61700 5 
2366 61731 5 
2367 61763 5 
2368 61794 5 
2369 61825 5 
2370 61856 5 
2371 61886 5 
2372 61916 5 
2373 61945 5 
2374 61974 5 
2375 62001 5 
2376 62028 5 
2377 62056 5 
2378 62082 5 
2379 62112 5 
2380 62138 5 
2381 62166 5 
2382 62193 5 
2383 62222 5 
2384 62246 5 
2385 62271 5 
2386 62296 5 
2387 62323 5 
2388 62348 5 
2389 62372 5 
2390 62396 5 
2391 62420 5 
2392 62444 5 
2393 62466 5 
2394 62479 5 
2395 62501 5 
2396 62527 5 
2397 62548 5 
2398 62584 5 
2399 62620 5 
2400 62654 5 
2401 62688 5 
2402 62722 5 
2403 62752 5 
2404 62784 5 
2405 62813 5 
2406 62842 5 
2407 62873 5 
2408 62901 5 
2409 62928 5 
2410 62957 5 
2411 62985 5 
2412 63013 5 
2413 63040 5 
2414 63069 5 
2415 63098 5 
2416 63128 5 
2417 63154 5 
2418 63176 5 
2419 63201 5 
2420 63227 5 
2421 63255 5 
2422 63282 5 
2423 63307 5 
2424 63334 5 
2425 63361 5 
2426 63388 5 
2427 63413 5 
2428 63436 5 
2429 63459 5 
2430 63485 5 
2431 63508 5 
2432 63520 5 
2433 63546 5 
2434 63571 5 
2435 63607 5 
2436 63642 5 
2437 63675 5 
2438 63708 5 
2439 63741 5 
2440 63773 5 
2441 63804 5 
2442 63835 5 
2443 63866 5 
2444 63896 5 
2445 63926 5 
2446 63955 5 
2447 63983 5 
2448 64011 5 
2449 64038 5 
2450 64067 5 
2451 64097 5 
2452 64125 5 
2453 64151 5 
2454 64177 5 
2455 64203 5 
2456 64228 5 
2457 64256 5 
2458 64281 5 
2459 64307 5 
2460 64331 5 
2461 64355 5 
2462 64382 5 
2463 64407 5 
2464 64430 5 
2465 64453 5 
2466 64476 5 
2467 64499 5 
2468 64511 5 
2469 64537 5 
2470 64558 5 
2471 64593 5 
2472 64627 5 
2473 64661 5 
2474 64694 5 
2475 64727 5 
2476 64759 5 
2477 64790 5 
2478 64821 5 
2479 64852 5 
2480 64882 5 
2481 64912 5 
2482 64941 5 
2483 64969 5 
2484 64997 5 
2485 65024 5 
2486 65053 5 
2487 65083 5 
2488 65111 5 
2489 65137 5 
2490 65164 5 
2491 65189 5 
2492 65218 5 
2493 65242 5 
2494 65267 5 
2495 65293 5 
2496 65317 5 
2497 65341 5 
2498 65368 5 
2499 65393 5 
2500 65416 5 
2501 65439 5 
2502 65462 5 
2503 65485 5 
2504 65497 5 
2505 65523 5 
2506 65544 5 
2507 65578 5 
2508 65611 5 
2509 65644 5 
2510 65676 5 
2511 65707 5 
2512 65738 5 
2513 65769 5 
2514 65799 5 
2515 65829 5 
2516 65858 5 
2517 65886 5 
2518 65914 5 
2519 65941 5 
2520 65970 5 
2521 66000 5 
2522 66028 5 
2523 66054 5 
2524 66080 5 
2525 66106 5 
2526 66131 5 
2527 66159 5 
2528 66184 5 
2529 66210 5 
2530 66234 5 
2531 66258 5 
2532 66285 5 
2533 66310 5 
2534 66333 5 
2535 66356 5 
2536 66379 5 
2537 66402 5 
2538 66414 5 
2539 66440 5 
2540 66461 5 
2541 66492 5 
2542 66523 5 
2543 66556 5 
2544 66588 5 
2545 66617 5 
2546 66648 5 
2547 66679 5 
2548 66707 5 
2549 66737 5 
2550 66766 5 
2551 66794 5 
2552 66822 5 
2553 66849 5 
2554 66878 5 
2555 66908 5 
2556 66936 5 
2557 66959 5 
2558 66981 5 
2559 67008 5 
2560 67033 5 
2561 67061 5 
2562 67088 5 
2563 67114 5 
2564 67138 5 
2565 67162 5 
2566 67189 5 
2567 67216 5 
2568 67242 5 
2569 67268 5 
2570 67295 5 
2571 67318 5 
2572 67330 5 
2573 67356 5 
2574 67377 5 
2575 67411 5 
2576 67444 5 
2577 67476 5 
2578 67507 5 
2579 67536 5 
2580 67564 5 
2581 67594 5 
2582 67624 5 
2583 67653 5 
2584 67682 5 
2585 67712 5 
2586 67739 5 
2587 67768 5 
2588 67798 5 
2589 67826 5 
2590 67848 5 
2591 67874 5 
2592 67900 5 
2593 67925 5 
2594 67953 5 
2595 67978 5 
2596 68004 5 
2597 68028 5 
2598 68054 5 
2599 68081 5 
2600 68108 5 
2601 68135 5 
2602 68158 5 
2603 68181 5 
2604 68204 5 
2605 68214 5 
2606 68240 5 
2607 68265 5 
2608 68297 5 
2609 68330 5 
2610 68362 5 
2611 68393 5 
2612 68424 5 
2613 68455 5 
2614 68484 5 
2615 68514 5 
2616 68543 5 
2617 68571 5 
2618 68599 5 
2619 68626 5 
2620 68654 5 
2621 68681 5 
2622 68707 5 
2623 68734 5 
2624 68760 5 
2625 68787 5 
2626 68812 5 
2627 68837 5 
2628 68862 5 
2629 68888 5 
2630 68912 5 
2631 68936 5 
2632 68961 5 
2633 68985 5 
2634 69008 5 
2635 69031 5 
2636 69054 5 
2637 69077 5 
2638 69091 5 
2639 69113 5 
2640 69134 5 
2641 69165 5 
2642 69196 5 
2643 69227 5 
2644 69258 5 
2645 69289 5 
2646 69320 5 
2647 69349 5 
2648 69378 5 
2649 69406 5 
2650 69434 5 
2651 69461 5 
2652 69490 5 
2653 69518 5 
2654 69544 5 
2655 69571 5 
2656 69597 5 
2657 69623 5 
2658 69649 5 
2659 69673 5 
2660 69701 5 
2661 69728 5 
2662 69753 5 
2663 69781 5 
2664 69805 5 
2665 69830 5 
2666 69853 5 
2667 69877 5 
2668 69904 5 
2669 69927 5 
2670 69939 5 
2671 69960 5 
2672 69981 5 
2673 70010 5 
2674 70041 5 
2675 70072 5 
2676 70103 5 
2677 70133 5 
2678 70163 5 
2679 70192 5 
2680 70218 5 
2681 70246 5 
2682 70275 5 
2683 70305 5 
2684 70333 5 
2685 70362 5 
2686 70388 5 
2687 70414 5 
2688 70442 5 
2689 70469 5 
2690 70489 5 
2691 70516 5 
2692 70541 5 
2693 70566 5 
2694 70593 5 
2695 70618 5 
2696 70644 5 
2697 70667 5 
2698 70691 5 
2699 70703 5 
2700 70728 5 
2701 70754 5 
2702 70780 5 
2703 70801 5 
2704 70832 5 
2705 70862 5 
2706 70893 5 
2707 70923 5 
2708 70954 5 
2709 70984 5 
2710 71012 5 
2711 71040 5 
2712 71070 5 
2713 71100 5 
2714 71129 5 
2715 71155 5 
2716 71182 5 
2717 71209 5 
2718 71236 5 
2719 71263 5 
2720 71288 5 
2721 71315 5 
2722 71339 5 
2723 71367 5 
2724 71392 5 
2725 71413 5 
2726 71436 5 
2727 71460 5 
2728 71483 5 
2729 71498 5 
2730 71524 5 
2731 71546 5 
2732 71568 5 
2733 71590 5 
2734 71615 5 
2735 71646 5 
2736 71676 5 
2737 71707 5 
2738 71737 5 
2739 71767 5 
2740 71796 5 
2741 71824 5 
2742 71852 5 
2743 71879 5 
2744 71908 5 
2745 71938 5 
2746 71964 5 
2747 71991 5 
2748 72020 5 
2749 72046 5 
2750 72071 5 
2751 72097 5 
2752 72126 5 
2753 72150 5 
2754 72176 5 
2755 72200 5 
2756 72224 5 
2757 72248 5 
2758 72272 5 
2759 72296 5 
2760 72323 5 
2761 72346 5 
2762 72369 5 
2763 72381 5 
2764 72407 5 
2765 72428 5 
2766 72459 5 
2767 72486 5 
2768 72517 5 
2769 72548 5 
2770 72573 5 
2771 72602 5 
2772 72631 5 
2773 72659 5 
2774 72688 5 
2775 72718 5 
2776 72746 5 
2777 72773 5 
2778 72800 5 
2779 72829 5 
2780 72854 5 
2781 72881 5 
2782 72907 5 
2783 72936 5 
2784 72961 5 
2785 72989 5 
2786 73014 5 
2787 73038 5 
2788 73053 5 
2789 73079 5 
2790 73102 5 
2791 73114 5 
2792 73140 5 
2793 73167 5 
2794 73188 5 
2795 73213 5 
2796 73246 5 
2797 73277 5 
2798 73308 5 
2799 73338 5 
2800 73367 5 
2801 73394 5 
2802 73422 5 
2803 73450 5 
2804 73476 5 
2805 73505 5 
2806 73534 5 
2807 73561 5 
2808 73588 5 
2809 73614 5 
2810 73643 5 
2811 73669 5 
2812 73695 5 
2813 73719 5 
2814 73745 5 
2815 73770 5 
2816 73799 5 
2817 73819 5 
2818 73838 5 
2819 73861 5 
2820 73884 5 
2821 73906 5 
2822 73928 5 
2823 73950 5 
2824 73976 5 
2825 73997 5 
2826 74027 5 
2827 74055 5 
2828 74085 5 
2829 74113 5 
2830 74141 5 
2831 74171 5 
2832 74200 5 
2833 74227 5 
2834 74253 5 
2835 74280 5 
2836 74309 5 
2837 74338 5 
2838 74365 5 
2839 74391 5 
2840 74416 5 
2841 74442 5 
2842 74468 5 
2843 74494 5 
2844 74520 5 
2845 74538 5 
2846 74558 5 
2847 74577 5 
2848 74603 5 
2849 74625 5 
2850 74648 5 
2851 74674 5 
2852 74697 5 
2853 74722 5 
2854 74743 5 
2855 74772 5 
2856 74801 5 
2857 74831 5 
2858 74859 5 
2859 74887 5 
2860 74916 5 
2861 74944 5 
2862 74973 5 
2863 75001 5 
2864 75027 5 
2865 75052 5 
2866 75077 5 
2867 75104 5 
2868 75129 5 
2869 75154 5 
2870 75179 5 
2871 75205 5 
2872 75229 5 
2873 75253 5 
2874 75276 5 
2875 75300 5 
2876 75324 5 
2877 75348 5 
2878 75362 5 
2879 75384 5 
2880 75406 5 
2881 75428 5 
2882 75449 5 
2883 75477 5 
2884 75507 5 
2885 75535 5 
2886 75564 5 
2887 75593 5 
2888 75621 5 
2889 75650 5 
2890 75679 5 
2891 75704 5 
2892 75731 5 
2893 75758 5 
2894 75783 5 
2895 75811 5 
2896 75837 5 
2897 75866 5 
2898 75890 5 
2899 75915 5 
2900 75940 5 
2901 75967 5 
2902 75990 5 
2903 76013 5 
2904 76040 5 
2905 76067 5 
2906 76091 5 
2907 76114 5 
2908 76137 5 
2909 76159 5 
2910 76169 5 
2911 76196 5 
2912 76224 5 
2913 76253 5 
2914 76282 5 
2915 76310 5 
2916 76338 5 
2917 76366 5 
2918 76394 5 
2919 76420 5 
2920 76446 5 
2921 76474 5 
2922 76501 5 
2923 76526 5 
2924 76551 5 
2925 76578 5 
2926 76605 5 
2927 76630 5 
2928 76658 5 
2929 76685 5 
2930 76710 5 
2931 76733 5 
2932 76758 5 
2933 76780 5 
2934 76803 5 
2935 76826 5 
2936 76848 5 
2937 76858 5 
2938 76890 5 
2939 76920 5 
2940 76950 5 
2941 76978 5 
2942 77007 5 
2943 77036 5 
2944 77062 5 
2945 77091 5 
2946 77117 5 
2947 77146 5 
2948 77172 5 
2949 77198 5 
2950 77225 5 
2951 77250 5 
2952 77279 5 
2953 77305 5 
2954 77331 5 
2955 77357 5 
2956 77382 5 
2957 77408 5 
2958 77428 5 
2959 77447 5 
2960 77474 5 
2961 77497 5 
2962 77519 5 
2963 77545 5 
2964 77567 5 
2965 77588 5 
2966 77609 5 
2967 77642 5 
2968 77674 5 
2969 77704 5 
2970 77734 5 
2971 77762 5 
2972 77791 5 
2973 77818 5 
2974 77845 5 
2975 77872 5 
2976 77901 5 
2977 77931 5 
2978 77958 5 
2979 77984 5 
2980 78010 5 
2981 78038 5 
2982 78064 5 
2983 78091 5 
2984 78118 5 
2985 78141 5 
2986 78170 5 
2987 78191 5 
2988 78215 5 
2989 78238 5 
2990 78256 5 
2991 78279 5 
2992 78302 5 
2993 78324 5 
2994 78346 5 
2995 78372 5 
2996 78393 5 
2997 78421 5 
2998 78450 5 
2999 78480 5 
3000 78510 5 
3001 78538 5 
3002 78566 5 
3003 78594 5 
3004 78623 5 
3005 78648 5 
3006 78677 5 
3007 78702 5 
3008 78727 5 
3009 78755 5 
3010 78781 5 
3011 78809 5 
3012 78833 5 
3013 78853 5 
3014 78878 5 
3015 78903 5 
3016 78927 5 
3017 78954 5 
3018 78981 5 
3019 79005 5 
3020 79021 5 
3021 79043 5 
3022 79065 5 
3023 79086 5 
3024 79111 5 
3025 79140 5 
3026 79166 5 
3027 79192 5 
3028 79221 5 
3029 79250 5 
3030 79279 5 
3031 79307 5 
3032 79334 5 
3033 79358 5 
3034 79386 5 
3035 79410 5 
3036 79437 5 
3037 79462 5 
3038 79487 5 
3039 79512 5 
3040 79537 5 
3041 79554 5 
3042 79581 5 
3043 79606 5 
3044 79630 5 
3045 79653 5 
3046 79669 5 
3047 79695 5 
3048 79721 5 
3049 79743 5 
3050 79764 5 
3051 79792 5 
3052 79820 5 
3053 79845 5 
3054 79874 5 
3055 79903 5 
3056 79931 5 
3057 79958 5 
3058 79982 5 
3059 80008 5 
3060 80036 5 
3061 80064 5 
3062 80089 5 
3063 80115 5 
3064 80141 5 
3065 80167 5 
3066 80185 5 
3067 80205 5 
3068 80232 5 
3069 80255 5 
3070 80272 5 
3071 80296 5 
3072 80319 5 
3073 80345 5 
3074 80367 5 
3075 80393 5 
3076 80414 5 
3077 80441 5 
3078 80470 5 
3079 80498 5 
3080 80527 5 
3081 80556 5 
3082 80581 5 
3083 80607 5 
3084 80636 5 
3085 80662 5 
3086 80691 5 
3087 80714 5 
3088 80740 5 
3089 80766 5 
3090 80788 5 
3091 80815 5 
3092 80837 5 
3093 80862 5 
3094 80886 5 
3095 80909 5 
3096 80935 5 
3097 80952 5 
3098 80978 5 
3099 81000 5 
3100 81022 5 
3101 81048 5 
3102 81069 5 
3103 81095 5 
3104 81123 5 
3105 81153 5 
3106 81181 5 
3107 81211 5 
3108 81239 5 
3109 81263 5 
3110 81291 5 
3111 81320 5 
3112 81342 5 
3113 81367 5 
3114 81393 5 
3115 81418 5 
3116 81438 5 
3117 81463 5 
3118 81480 5 
3119 81499 5 
3120 81525 5 
3121 81547 5 
3122 81571 5 
3123 81594 5 
3124 81620 5 
3125 81646 5 
3126 81668 5 
3127 81689 5 
3128 81719 5 
3129 81749 5 
3130 81777 5 
3131 81806 5 
3132 81833 5 
3133 81862 5 
3134 81889 5 
3135 81916 5 
3136 81946 5 
3137 81972 5 
3138 81998 5 
3139 82024 5 
3140 82051 5 
3141 82079 5 
3142 82106 5 
3143 82133 5 
3144 82156 5 
3145 82178 5 
3146 82202 5 
3147 82230 5 
3148 82249 5 
3149 82273 5 
3150 82295 5 
3151 82317 5 
3152 82343 5 
3153 82365 5 
3154 82387 5 
3155 82408 5 
3156 82435 5 
3157 82465 5 
3158 82494 5 
3159 82522 5 
3160 82547 5 
3161 82576 5 
3162 82602 5 
3163 82631 5 
3164 82660 5 
3165 82687 5 
3166 82709 5 
3167 82735 5 
3168 82761 5 
3169 82788 5 
3170 82809 5 
3171 82828 5 
3172 82853 5 
3173 82872 5 
3174 82894 5 
3175 82919 5 
3176 82945 5 
3177 82967 5 
3178 82989 5 
3179 83015 5 
3180 83036 5 
3181 83063 5 
3182 83091 5 
3183 83120 5 
3184 83149 5 
3185 83178 5 
3186 83203 5 
3187 83229 5 
3188 83258 5 
3189 83284 5 
3190 83310 5 
3191 83339 5 
3192 83362 5 
3193 83390 5 
3194 83415 5 
3195 83437 5 
3196 83457 5 
3197 83482 5 
3198 83508 5 
3199 83532 5 
3200 83556 5 
3201 83573 5 
3202 83596 5 
3203 83621 5 
3204 83643 5 
